Cohesion;NumberOfInheritedMethods;NumberOfProtectedAttributes;NumberOfAttributes;NumberOfPolymorphicMethods;NumberPublicMethods;NumberUserDefinedAttributes;NumberOfSubclasses;NumberOfMethods_Mood;Bugged;NumberOfPublicAttributes;NumberOfCoupledClasses;NumberOfPrivateAttributes;NumberOfAncestors
0.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;3.0;6.0;3.0;0.0;0.0;6.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;2.0;4.0;2.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;2.0;4.0;2.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.5;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;3.0;4.0;5.0;0.0;0.0;5.0;False;0.0;0.0;3.0;0.0
0.25;0.0;0.0;2.0;4.0;2.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.25;0.0;0.0;2.0;4.0;2.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.25;0.0;0.0;6.0;12.0;6.0;0.0;0.0;12.0;False;0.0;0.0;6.0;0.0
0.0;0.0;0.0;3.0;3.0;3.0;0.0;0.0;3.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.25;0.0;0.0;6.0;12.0;6.0;0.0;0.0;12.0;False;0.0;0.0;6.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.25;0.0;0.0;4.0;8.0;4.0;0.0;0.0;8.0;False;0.0;0.0;4.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.25;0.0;0.0;2.0;4.0;2.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;3.0;0.0
0.3333333333333333;0.0;0.0;2.0;3.0;1.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.5;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.06695156695156695;0.0;0.0;0.0;54.0;54.0;0.0;0.0;54.0;False;0.0;1.0;0.0;0.0
0.35714285714285715;0.0;0.0;0.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;6.0;11.0;10.0;0.0;0.0;12.0;False;2.0;0.0;4.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.25;0.0;0.0;3.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;3.0;0.0
0.1;0.0;0.0;9.0;10.0;10.0;0.0;0.0;10.0;False;0.0;0.0;9.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.13636363636363635;0.0;0.0;9.0;11.0;10.0;0.0;0.0;11.0;False;0.0;0.0;9.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.5;0.0;0.0;5.0;1.0;1.0;0.0;0.0;2.0;False;0.0;0.0;5.0;0.0
0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;1.0;0.0;1.0;0.0
0.5;0.0;0.0;7.0;1.0;1.0;0.0;0.0;2.0;False;0.0;0.0;7.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.25;0.0;0.0;3.0;3.0;2.0;0.0;0.0;4.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.3333333333333333;0.0;0.0;3.0;2.0;1.0;0.0;0.0;3.0;False;0.0;0.0;3.0;0.0
0.2380952380952381;0.0;0.0;5.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;5.0;0.0
0.3888888888888889;0.0;0.0;3.0;8.0;8.0;0.0;0.0;9.0;False;0.0;1.0;3.0;0.0
0.3;0.0;0.0;0.0;3.0;1.0;0.0;0.0;10.0;False;0.0;1.0;0.0;0.0
0.25;0.0;0.0;2.0;3.0;2.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.3809523809523809;0.0;0.0;0.0;5.0;1.0;0.0;0.0;7.0;False;0.0;0.0;0.0;0.0
0.16666666666666666;0.0;0.0;5.0;9.0;7.0;0.0;0.0;9.0;False;0.0;0.0;5.0;0.0
0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.10434782608695653;0.0;0.0;4.0;15.0;9.0;0.0;0.0;23.0;False;0.0;1.0;4.0;0.0
0.10434782608695653;0.0;0.0;4.0;15.0;9.0;0.0;0.0;23.0;False;0.0;1.0;4.0;0.0
0.3;0.0;0.0;1.0;5.0;2.0;0.0;0.0;5.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.5;0.0;0.0;2.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.13095238095238096;0.0;0.0;4.0;12.0;12.0;0.0;0.0;14.0;False;0.0;0.0;4.0;0.0
0.13095238095238096;0.0;0.0;4.0;12.0;12.0;0.0;0.0;14.0;False;0.0;0.0;4.0;0.0
0.13095238095238096;0.0;0.0;4.0;12.0;12.0;0.0;0.0;14.0;False;0.0;0.0;4.0;0.0
1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;2.0;0.0
0.171875;0.0;0.0;6.0;1.0;1.0;0.0;0.0;8.0;False;0.0;0.0;6.0;0.0
0.3;0.0;0.0;3.0;4.0;4.0;0.0;0.0;5.0;False;0.0;0.0;3.0;0.0
0.5;0.0;0.0;2.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.19444444444444445;0.0;0.0;2.0;9.0;8.0;1.0;0.0;9.0;False;0.0;1.0;2.0;0.0
0.6;0.0;0.0;0.0;3.0;2.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;4.0;3.0;3.0;2.0;0.0;3.0;False;0.0;1.0;4.0;0.0
0.19642857142857145;0.0;0.0;5.0;5.0;5.0;0.0;0.0;8.0;False;0.0;0.0;5.0;0.0
0.4666666666666667;0.0;0.0;2.0;0.0;2.0;0.0;0.0;3.0;False;2.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.75;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0
0.25;0.0;0.0;3.0;8.0;2.0;0.0;0.0;8.0;False;0.0;2.0;3.0;0.0
0.375;0.0;0.0;1.0;3.0;1.0;1.0;0.0;4.0;False;0.0;0.0;1.0;0.0
1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.19047619047619047;0.0;0.0;2.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;2.0;0.0
1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.5;0.0;0.0;2.0;1.0;1.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.28205128205128205;0.0;0.0;5.0;3.0;3.0;0.0;0.0;13.0;False;0.0;0.0;5.0;0.0
0.26666666666666666;0.0;0.0;4.0;5.0;0.0;0.0;0.0;6.0;False;0.0;0.0;4.0;0.0
0.26666666666666666;0.0;0.0;4.0;5.0;0.0;0.0;0.0;6.0;False;0.0;0.0;4.0;0.0
0.5;0.0;0.0;2.0;3.0;3.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.25;0.0;0.0;3.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;3.0;0.0
0.5;0.0;0.0;2.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.25;0.0;0.0;4.0;2.0;2.0;0.0;0.0;4.0;False;0.0;0.0;4.0;0.0
0.1111111111111111;0.0;0.0;11.0;6.0;6.0;0.0;0.0;9.0;False;0.0;0.0;11.0;0.0
0.375;0.0;0.0;3.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;3.0;0.0
0.2777777777777778;0.0;0.0;6.0;6.0;6.0;0.0;0.0;9.0;False;0.0;0.0;6.0;0.0
0.42857142857142855;0.0;0.0;3.0;3.0;3.0;0.0;0.0;7.0;False;0.0;0.0;3.0;0.0
0.6666666666666666;0.0;0.0;3.0;3.0;2.0;0.0;0.0;3.0;False;0.0;0.0;3.0;0.0
0.5;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.125;0.0;0.0;3.0;7.0;7.0;1.0;0.0;8.0;False;0.0;1.0;3.0;0.0
0.125;0.0;0.0;3.0;7.0;7.0;1.0;0.0;8.0;False;0.0;1.0;3.0;0.0
0.0;0.0;0.0;3.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.625;0.0;0.0;3.0;1.0;1.0;0.0;0.0;2.0;False;0.0;0.0;3.0;0.0
0.75;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;False;0.0;1.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.5;0.0;0.0;5.0;3.0;3.0;0.0;0.0;5.0;False;0.0;0.0;5.0;0.0
0.5;0.0;0.0;2.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.4;0.0;0.0;3.0;2.0;2.0;0.0;0.0;5.0;False;0.0;0.0;3.0;0.0
0.3333333333333333;0.0;0.0;2.0;9.0;9.0;0.0;0.0;9.0;False;0.0;0.0;2.0;0.0
0.5;0.0;0.0;5.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;5.0;0.0
0.14814814814814814;0.0;0.0;3.0;9.0;9.0;0.0;0.0;9.0;False;0.0;1.0;3.0;0.0
0.3333333333333333;0.0;0.0;3.0;2.0;0.0;0.0;0.0;6.0;False;0.0;0.0;3.0;0.0
0.15;0.0;0.0;3.0;9.0;6.0;0.0;0.0;10.0;False;0.0;1.0;3.0;0.0
0.5;0.0;0.0;1.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.3333333333333333;0.0;0.0;3.0;1.0;1.0;0.0;0.0;3.0;False;0.0;0.0;3.0;0.0
0.75;0.0;0.0;1.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;1.0;0.0
0.5625;0.0;0.0;5.0;8.0;7.0;0.0;0.0;8.0;False;0.0;0.0;5.0;0.0
0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.40625;0.0;3.0;8.0;16.0;7.0;0.0;0.0;16.0;False;1.0;0.0;4.0;0.0
0.42857142857142855;0.0;0.0;6.0;7.0;1.0;0.0;0.0;7.0;False;0.0;0.0;6.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.75;0.0;0.0;0.0;4.0;1.0;0.0;0.0;4.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.2777777777777778;0.0;1.0;4.0;3.0;2.0;0.0;0.0;6.0;False;1.0;0.0;2.0;0.0
0.4444444444444444;0.0;0.0;2.0;1.0;1.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.375;0.0;0.0;2.0;4.0;3.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.3333333333333333;0.0;0.0;3.0;3.0;3.0;0.0;0.0;3.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.375;0.0;0.0;2.0;0.0;8.0;0.0;0.0;8.0;False;0.0;0.0;2.0;0.0
0.1534090909090909;0.0;0.0;1.0;0.0;15.0;0.0;0.0;16.0;False;0.0;1.0;1.0;0.0
0.0;0.0;0.0;2.0;3.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.1574074074074074;0.0;0.0;0.0;0.0;3.0;0.0;0.0;9.0;False;0.0;0.0;0.0;0.0
0.75;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.3333333333333333;0.0;1.0;4.0;4.0;3.0;0.0;0.0;6.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;5.0;5.0;0.0;0.0;6.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;5.0;5.0;0.0;0.0;5.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;7.0;7.0;0.0;0.0;7.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;1.0;0.0;0.0;0.0
1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;False;1.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;3.0;4.0;6.0;0.0;0.0;6.0;False;0.0;0.0;3.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;1.0;3.0;3.0;0.0;0.0;3.0;False;0.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;3.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;5.0;5.0;0.0;0.0;5.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;2.0;3.0;0.0;0.0;3.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;3.0;16.0;18.0;0.0;0.0;18.0;False;0.0;0.0;3.0;0.0
1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;0.0;2.0;4.0;4.0;0.0;0.0;4.0;False;0.0;0.0;2.0;0.0
0.0;0.0;0.0;2.0;1.0;2.0;0.0;0.0;2.0;False;0.0;0.0;2.0;0.0
0.3333333333333333;0.0;0.0;0.0;3.0;2.0;0.0;0.0;3.0;False;0.0;0.0;0.0;0.0
